icd10parent,icd10parentdesc,icd10children1,icd10children1desc,icd10children2,icd10children2desc
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C81,Hodgkin lymphoma
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C82,Follicular lymphoma
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C83,Non-follicular lymphoma
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C84,Mature T/NK-cell lymphomas
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C85,Other specified and unspecified types of non-Hodgkin lymphoma
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C86,Other specified types of T/NK-cell lymphoma
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C88,Malignant immunoproliferative diseases and certain other B-cell lymphomas
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C90,Multiple myeloma and malignant plasma cell neoplasms
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C91,Lymphoid leukemia
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C92,Myeloid leukemia
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C93,Monocytic leukemia
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C94,Other leukemias of specified cell type
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C95,Leukemia of unspecified cell type
C00-D49,Neoplasms,C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue"
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D00,"Carcinoma in situ of oral cavity, esophagus and stomach"
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D02,Carcinoma in situ of middle ear and respiratory system
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D05,Carcinoma in situ of breast
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D06,Carcinoma in situ of cervix uteri
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs
C00-D49,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D10,Benign neoplasm of mouth and pharynx
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D11,Benign neoplasm of major salivary glands
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D12,"Benign neoplasm of colon, rectum, anus and anal canal"
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D13,Benign neoplasm of other and ill-defined parts of digestive system
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D14,Benign neoplasm of middle ear and respiratory system
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D15,Benign neoplasm of other and unspecified intrathoracic organs
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D16,Benign neoplasm of bone and articular cartilage
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D17,Benign lipomatous neoplasm
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D18,"Hemangioma and lymphangioma, any site"
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D19,Benign neoplasm of mesothelial tissue
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D21,Other benign neoplasms of connective and other soft tissue
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D22,Melanocytic nevi
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D23,Other benign neoplasms of skin
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D24,Benign neoplasm of breast
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D25,Leiomyoma of uterus
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D26,Other benign neoplasms of uterus
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D27,Benign neoplasm of ovary
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D28,Benign neoplasm of other and unspecified female genital organs
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D29,Benign neoplasm of male genital organs
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D30,Benign neoplasm of urinary organs
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D31,Benign neoplasm of eye and adnexa
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D32,Benign neoplasm of meninges
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D33,Benign neoplasm of brain and other parts of central nervous system
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D34,Benign neoplasm of thyroid gland
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D35,Benign neoplasm of other and unspecified endocrine glands
C00-D49,Neoplasms,D10-D36,"Benign neoplasms, except benign neuroendocrine tumors",D36,Benign neoplasm of other and unspecified sites
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D37,Neoplasm of uncertain behavior of oral cavity and digestive organs
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D38,Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D39,Neoplasm of uncertain behavior of female genital organs
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D40,Neoplasm of uncertain behavior of male genital organs
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D41,Neoplasm of uncertain behavior of urinary organs
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D42,Neoplasm of uncertain behavior of meninges
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D43,Neoplasm of uncertain behavior of brain and central nervous system
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D44,Neoplasm of uncertain behavior of endocrine glands
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D45,Polycythemia vera
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D46,Myelodysplastic syndromes
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D47,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
C00-D49,Neoplasms,D37-D48,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",D48,Neoplasm of uncertain behavior of other and unspecified sites
C00-D49,Neoplasms,D3A-D3A,Benign neuroendocrine tumors,D3A,Benign neuroendocrine tumors
C00-D49,Neoplasms,D49-D49,Neoplasms of unspecified behavior,D49,Neoplasms of unspecified behavior
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D53,Nutritional anemias,D50,Iron deficiency anemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D53,Nutritional anemias,D51,Vitamin B12 deficiency anemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D53,Nutritional anemias,D52,Folate deficiency anemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D53,Nutritional anemias,D53,Other nutritional anemias
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Hemolytic anemias,D55,Anemia due to enzyme disorders
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Hemolytic anemias,D56,Thalassemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Hemolytic anemias,D57,Sickle-cell disorders
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Hemolytic anemias,D58,Other hereditary hemolytic anemias
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Hemolytic anemias,D59,Acquired hemolytic anemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anemias and other bone marrow failure syndromes,D60,Acquired pure red cell aplasia [erythroblastopenia]
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anemias and other bone marrow failure syndromes,D61,Other aplastic anemias and other bone marrow failure syndromes
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anemias and other bone marrow failure syndromes,D62,Acute posthemorrhagic anemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anemias and other bone marrow failure syndromes,D63,Anemia in chronic diseases classified elsewhere
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anemias and other bone marrow failure syndromes,D64,Other anemias
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions",D65,Disseminated intravascular coagulation [defibrination syndrome]
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions",D66,Hereditary factor VIII deficiency
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions",D67,Hereditary factor IX deficiency
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions",D68,Other coagulation defects
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions",D69,Purpura and other hemorrhagic conditions
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other disorders of blood and blood-forming organs,D70,Neutropenia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other disorders of blood and blood-forming organs,D71,Functional disorders of polymorphonuclear neutrophils
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other disorders of blood and blood-forming organs,D72,Other disorders of white blood cells
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other disorders of blood and blood-forming organs,D73,Diseases of spleen
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other disorders of blood and blood-forming organs,D74,Methemoglobinemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other disorders of blood and blood-forming organs,D75,Other and unspecified diseases of blood and blood-forming organs
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other disorders of blood and blood-forming organs,D76,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other disorders of blood and blood-forming organs,D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D78-D78,Intraoperative and postprocedural complications of the spleen,D78,Intraoperative and postprocedural complications of the spleen
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D80,Immunodeficiency with predominantly antibody defects
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D81,Combined immunodeficiencies
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D82,Immunodeficiency associated with other major defects
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D83,Common variable immunodeficiency
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D84,Other immunodeficiencies
